epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,756.861,0.36258,0.724,0.88825,0.97682,0.98182,0.98586,0.95386,0.24325,0.41721,0.85265,7.29275e-05,7.29275e-05,7.29275e-05
173,761.071,0.36499,0.70241,0.8837,0.97875,0.98182,0.98311,0.9513,0.24505,0.43371,0.8528,7.043e-05,7.043e-05,7.043e-05
174,765.391,0.3491,0.71674,0.86113,0.97717,0.96993,0.98219,0.95,0.24309,0.46438,0.85261,6.79325e-05,6.79325e-05,6.79325e-05
175,769.695,0.34288,0.73502,0.86749,0.97517,0.9686,0.98319,0.95091,0.24077,0.4751,0.8529,6.5435e-05,6.5435e-05,6.5435e-05
176,774.087,0.35675,0.73118,0.8764,0.96641,0.97163,0.98282,0.9501,0.23884,0.48677,0.85333,6.29375e-05,6.29375e-05,6.29375e-05
177,778.233,0.34544,0.77455,0.8905,0.95875,0.97786,0.983,0.94799,0.24192,0.48217,0.85332,6.044e-05,6.044e-05,6.044e-05
178,782.913,0.35041,0.74795,0.8907,0.97347,0.97266,0.98235,0.94775,0.25008,0.46152,0.85372,5.79425e-05,5.79425e-05,5.79425e-05
179,787.325,0.34519,0.69236,0.88573,0.9784,0.97078,0.98266,0.94752,0.25186,0.4305,0.8536,5.5445e-05,5.5445e-05,5.5445e-05
180,791.709,0.34258,0.7855,0.87706,0.97412,0.9783,0.98339,0.94847,0.24673,0.42412,0.85293,5.29475e-05,5.29475e-05,5.29475e-05
181,796.094,0.34287,0.6893,0.87802,0.97499,0.98182,0.9826,0.94839,0.24285,0.43742,0.85125,5.045e-05,5.045e-05,5.045e-05
182,800.22,0.32472,0.68086,0.86604,0.96825,0.98182,0.98333,0.94929,0.24103,0.42508,0.8518,4.79525e-05,4.79525e-05,4.79525e-05
183,804.617,0.33238,0.63009,0.86968,0.96788,0.98182,0.98362,0.95232,0.24091,0.43256,0.85169,4.5455e-05,4.5455e-05,4.5455e-05
184,808.815,0.33518,0.71658,0.88035,0.97153,0.98182,0.98333,0.95239,0.23731,0.42238,0.85017,4.29575e-05,4.29575e-05,4.29575e-05
185,812.987,0.35156,0.72036,0.88113,0.97566,0.98182,0.98392,0.95298,0.23523,0.41758,0.84837,4.046e-05,4.046e-05,4.046e-05
186,817.182,0.32162,0.6399,0.87113,0.97876,0.98182,0.98561,0.95448,0.23608,0.4065,0.84934,3.79625e-05,3.79625e-05,3.79625e-05
187,821.32,0.33944,0.68932,0.88525,0.97989,0.98182,0.986,0.95487,0.23717,0.39931,0.84965,3.5465e-05,3.5465e-05,3.5465e-05
188,825.84,0.32904,0.76263,0.87726,0.98028,0.98182,0.98643,0.95539,0.23992,0.40272,0.84992,3.29675e-05,3.29675e-05,3.29675e-05
189,830.07,0.33531,0.67818,0.874,0.98057,0.98182,0.98643,0.95529,0.24048,0.4069,0.85009,3.047e-05,3.047e-05,3.047e-05
190,834.41,0.32254,0.64858,0.86679,0.98066,0.98182,0.98643,0.95297,0.238,0.41187,0.85016,2.79725e-05,2.79725e-05,2.79725e-05
191,850.447,0.30262,0.42285,0.89187,0.97983,0.98182,0.98282,0.95065,0.23133,0.41948,0.8494,2.5475e-05,2.5475e-05,2.5475e-05
192,854.895,0.28296,0.45917,0.8946,0.9773,0.98151,0.98081,0.95069,0.23234,0.43833,0.85005,2.29775e-05,2.29775e-05,2.29775e-05
193,859.312,0.27676,0.36652,0.86659,0.97081,0.97843,0.98088,0.95081,0.23499,0.44453,0.85168,2.048e-05,2.048e-05,2.048e-05
194,863.509,0.28546,0.37104,0.88851,0.97882,0.96952,0.97793,0.9473,0.23534,0.44993,0.85247,1.79825e-05,1.79825e-05,1.79825e-05
195,867.848,0.29145,0.38417,0.87184,0.97319,0.97652,0.97946,0.94879,0.23531,0.44404,0.85253,1.5485e-05,1.5485e-05,1.5485e-05
196,871.863,0.29516,0.39177,0.88378,0.97846,0.97046,0.97969,0.94931,0.23579,0.45522,0.85257,1.29875e-05,1.29875e-05,1.29875e-05
197,876.436,0.29302,0.38648,0.915,0.97805,0.96949,0.97981,0.94946,0.23465,0.45384,0.8522,1.049e-05,1.049e-05,1.049e-05
198,880.8,0.29141,0.39272,0.87931,0.97774,0.9698,0.97993,0.94959,0.23463,0.4493,0.85219,7.9925e-06,7.9925e-06,7.9925e-06
199,885.069,0.27734,0.40811,0.87753,0.97809,0.97161,0.9815,0.95114,0.23373,0.42993,0.8522,5.495e-06,5.495e-06,5.495e-06
200,889.135,0.27965,0.37521,0.88433,0.97865,0.96964,0.97866,0.94831,0.23456,0.44228,0.85274,2.9975e-06,2.9975e-06,2.9975e-06
